features,urgencia,raw_values,texto
"[ 1.6673305e+00  1.7073270e+00 -1.7489073e+00 -6.3986175e-02
 -1.7199284e+00  4.1666639e-01  1.2013105e+00  1.4669203e+00
  1.1363804e-03 -1.3455929e+00 -6.9772482e-01  1.0412506e+00
 -3.5121539e-01 -4.9861872e-01  1.8734012e+00  3.1404650e+00
 -2.2214782e-01 -1.8258786e-01]",0.8652463555335999,"{'daily_screen_time_hours_raw': 11.85, 'sleep_hours_raw': 4.53, 'social_media_hours_raw': 5.98, 'notifications_per_day_raw': 162.0, 'screen_time_weekend_difference_raw': 2.8000000000000007}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo en redes sociales (6.0h) a menos de 2 horas diarias.
• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.58256197  1.2468277  -0.73665804  0.37958136  1.186144    0.89727354
  1.5317516   1.2030071   1.1011411  -0.49910983  0.43232703  1.6230208
 -0.23459673  0.8327724   0.09959299 -0.9263477  -0.33133927  1.355687  ]",0.672704353928566,"{'daily_screen_time_hours_raw': 5.98, 'sleep_hours_raw': 8.26, 'social_media_hours_raw': 5.25, 'notifications_per_day_raw': 194.0, 'screen_time_weekend_difference_raw': 2.6099999999999994}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Prueba a eliminar las apps de redes sociales y usar solo la versión web.
• Tu tiempo de pantalla (6.0h) es aceptable, pero intenta reducirlo un poco más.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 0.29516444 -0.4626971  -1.1031622  -0.8136778  -1.3693299   0.37160948
 -1.6900495   0.21680515 -0.5823471  -0.95501524 -0.78877884 -0.69193965
 -0.25141487 -0.10452233 -0.2417118   1.0870177  -0.32036078 -1.2918383 ]",0.5472938617070515,"{'daily_screen_time_hours_raw': 8.27, 'sleep_hours_raw': 4.98, 'social_media_hours_raw': 2.54, 'notifications_per_day_raw': 159.0, 'screen_time_weekend_difference_raw': 1.9000000000000004}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Tu uso de redes sociales (2.5h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.4526225   1.0323486  -0.7104792   1.666552    0.6563506  -0.5745859
 -0.40959007  0.09179363  2.411507    0.05476698  3.2604933  -0.70405984
  0.332753    0.36493164 -0.7159572  -1.4312831  -0.620433    0.58988607]",0.6282616555690765,"{'daily_screen_time_hours_raw': 3.71, 'sleep_hours_raw': 7.58, 'social_media_hours_raw': 4.91, 'notifications_per_day_raw': 96.0, 'screen_time_weekend_difference_raw': 1.81}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Tu uso de redes sociales (4.9h) es moderado; intenta bajarlo de 2 horas diarias.
• Tu tiempo de pantalla (3.7h) es adecuado, sigue así.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 0.26066864 -0.2166769  -0.44869056 -1.3759465   1.0770688  -0.4694531
  1.4697939  -1.1583215  -0.43166858 -0.552103   -1.109619    0.48372087
 -0.7982219  -0.57561374 -0.26233116 -0.31632784  0.83940226  0.5569853 ]",0.4178734173377355,"{'daily_screen_time_hours_raw': 8.18, 'sleep_hours_raw': 8.12, 'social_media_hours_raw': 2.93, 'notifications_per_day_raw': 103.0, 'screen_time_weekend_difference_raw': 0.91}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Reemplaza parte del tiempo de pantalla con actividades offline como leer o caminar.
• Considera desactivar las notificaciones push de redes sociales.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-1.2839764   0.10504179 -0.60576373 -0.8574098  -0.9953581   1.6181843
  0.2719448   0.0223428   0.9547545   0.03181649 -0.1453377   1.4654579
 -0.5542318   2.6659112  -1.0735404  -0.8496504   0.0665839   1.1548322 ]",0.19576862454414368,"{'daily_screen_time_hours_raw': 4.15, 'sleep_hours_raw': 5.46, 'social_media_hours_raw': 3.44, 'notifications_per_day_raw': 242.0, 'screen_time_weekend_difference_raw': 1.7599999999999998}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera desactivar las notificaciones push de redes sociales.
• Tu tiempo de pantalla (4.2h) es aceptable, pero intenta reducirlo un poco más.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 1.310874   -1.4089285  -0.64066887 -0.5762754   1.2952191  -0.0489218
 -0.78133637 -1.283333   -1.2076735  -0.8395473  -0.85467076 -0.49801624
  0.37917298 -0.6176251   0.28082636  0.31362614 -0.6371004  -0.94020337]",0.45013980319102603,"{'daily_screen_time_hours_raw': 10.92, 'sleep_hours_raw': 8.4, 'social_media_hours_raw': 1.04, 'notifications_per_day_raw': 131.0, 'screen_time_weekend_difference_raw': 0.8200000000000003}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Tu uso de redes sociales (1.0h) es saludable, continúa así.

💡 Pequeños cambios diarios pueden marcar una gran diferencia en tus hábitos digitales."
"[-0.5327347   0.6412396   0.57228506 -1.3447093  -1.0421046   1.0024064
 -0.3889375   0.8418627   0.5825867   0.5496186  -0.95678455  0.5806826
 -0.9185936   0.86517745 -0.15869172 -0.05072948  1.8051088  -0.20680317]",0.7264007329940796,"{'daily_screen_time_hours_raw': 6.11, 'sleep_hours_raw': 5.4, 'social_media_hours_raw': 4.29, 'notifications_per_day_raw': 201.0, 'screen_time_weekend_difference_raw': 2.3500000000000005}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Tu uso de redes sociales (4.3h) es moderado; intenta bajarlo de 2 horas diarias.
• Tu tiempo de pantalla (6.1h) es aceptable, pero intenta reducirlo un poco más.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 1.483353    0.58446574 -1.1816987  -0.7137189  -0.19287698 -0.8599464
  0.7676065   1.689163   -0.39823157 -1.0968335  -0.9375617  -0.24349181
 -0.49365464 -0.98865706  1.0426577   1.285109   -0.03812881 -0.31016296]",0.7741337716579437,"{'daily_screen_time_hours_raw': 11.37, 'sleep_hours_raw': 6.49, 'social_media_hours_raw': 4.2, 'notifications_per_day_raw': 77.0, 'screen_time_weekend_difference_raw': 2.960000000000001}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Considera desactivar las notificaciones push de redes sociales.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 1.1537265   0.72955453  0.4675696  -1.6133488  -0.48893797 -1.130288
  0.2719448   1.3141284  -0.2444678  -0.2942385  -1.3016964  -0.7525407
 -1.0144025  -1.0709729   0.93739045  1.2163377   3.6788914  -0.43981865]",0.7755127549171448,"{'daily_screen_time_hours_raw': 10.51, 'sleep_hours_raw': 6.11, 'social_media_hours_raw': 4.43, 'notifications_per_day_raw': 59.0, 'screen_time_weekend_difference_raw': 2.6899999999999995}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Reduce tu tiempo de pantalla (10.5h) a menos de 6 horas diarias.
• Tu uso de redes sociales (4.4h) es moderado; intenta bajarlo de 2 horas diarias.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.44457877  0.8746434   0.5286536   0.4358082   0.5706487  -1.5658382
  0.99478483 -0.40825242  0.6797427   0.44656867  0.36576012 -0.6798194
 -0.32472417 -1.1338142  -0.05342442 -0.65803796 -0.24896729  0.7900047 ]",0.6124426424503326,"{'daily_screen_time_hours_raw': 6.34, 'sleep_hours_raw': 7.47, 'social_media_hours_raw': 4.66, 'notifications_per_day_raw': 30.0, 'screen_time_weekend_difference_raw': 1.4500000000000002}","📊 Tus hábitos digitales requieren atención. Considera estas recomendaciones:

• Considera desactivar las notificaciones push de redes sociales.
• Tu tiempo de pantalla (6.3h) es aceptable, pero intenta reducirlo un poco más.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[ 1.2955425  -1.1376755  -0.9548152   0.02347784 -1.3147923   1.7383361
 -0.09980149 -0.7971771  -1.0899581  -0.9815591  -0.5887855   1.3442558
  0.952751    0.16234964  0.6883302   2.1492455  -0.7604413  -0.6386523 ]",0.7456078380346298,"{'daily_screen_time_hours_raw': 10.88, 'sleep_hours_raw': 5.05, 'social_media_hours_raw': 1.47, 'notifications_per_day_raw': 250.0, 'screen_time_weekend_difference_raw': 1.17}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Establece horarios libres de teléfono, especialmente durante comidas y antes de dormir.
• Tu uso de redes sociales (1.5h) es saludable, continúa así.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
"[-0.69371504 -1.5098599  -0.46614313  0.6169837  -1.4082853  -0.76983255
  0.64369106  0.4112675  -1.0326307  -0.21914198  0.72940505 -0.24349181
  1.5992866  -0.4344914  -1.3296547  -0.0023859  -0.83823925  0.7543631 ]",0.1248917430639267,"{'daily_screen_time_hours_raw': 5.69, 'sleep_hours_raw': 4.93, 'social_media_hours_raw': 0.88, 'notifications_per_day_raw': 83.0, 'screen_time_weekend_difference_raw': 2.04}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Tu tiempo de pantalla (5.7h) es aceptable, pero intenta reducirlo un poco más.
• Tu uso de redes sociales (0.9h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[-1.295475   -1.7369554   1.1482201   0.9980769   1.7081462  -0.9050033
 -0.9052518  -1.0888706  -1.1167847   2.1601317   2.0143983  -1.2615895
  0.77836895 -0.19589026 -1.5906525  -1.4915211  -0.72958106 -0.19033767]",0.0033084468450397253,"{'daily_screen_time_hours_raw': 4.12, 'sleep_hours_raw': 8.93, 'social_media_hours_raw': 0.52, 'notifications_per_day_raw': 74.0, 'screen_time_weekend_difference_raw': 0.96}","✅ Tienes hábitos digitales saludables. Sigue estas recomendaciones para mantenerlos:

• Considera usar aplicaciones que monitoreen y limiten tu tiempo de pantalla.
• Tu uso de redes sociales (0.5h) es saludable, continúa así.

💡 Mantén estos buenos hábitos y revisa tu progreso regularmente."
"[ 0.31049588  1.1774374   1.2616618   1.4916239  -1.1044332  -0.3342823
 -1.3183032   0.3557068   0.33674985  0.46078807  0.53381157 -1.0434258
 -0.14934672 -0.512682    1.2162945   0.87535095 -0.39473093 -1.0788897 ]",0.7545732259750366,"{'daily_screen_time_hours_raw': 8.31, 'sleep_hours_raw': 5.32, 'social_media_hours_raw': 5.14, 'notifications_per_day_raw': 112.0, 'screen_time_weekend_difference_raw': 2.0}","⚠️ Tu patrón de uso digital indica un nivel de urgencia alto. Es importante tomar acción pronto:

• Prueba a eliminar las apps de redes sociales y usar solo la versión web.
• Reduce tu tiempo de pantalla (8.3h) a menos de 6 horas diarias.

💡 Considera buscar ayuda profesional para manejar tu relación con la tecnología."
